binAges,ens1,ens2,ens3,ens4,ens5,ens6,ens7,ens8,ens9,ens10,ens11,ens12,ens13,ens14,ens15,ens16,ens17,ens18,ens19,ens20,ens21,ens22,ens23,ens24,ens25,ens26,ens27,ens28,ens29,ens30,ens31,ens32,ens33,ens34,ens35,ens36,ens37,ens38,ens39,ens40,ens41,ens42,ens43,ens44,ens45,ens46,ens47,ens48,ens49,ens50
0.0,-0.010300966911060583,0.054937138492763576,0.13340979798707256,-0.049421680755156905,-0.06828858841989954,-0.07747760767644657,0.004751803963663648,-0.19584562712248182,-0.12341461452851021,-0.0367163319873442,-0.026663859354824127,-0.1442010414347636,-0.0889612344608589,-0.1320544144962521,0.020091265083315435,-0.02505529767600484,-0.04621417903819264,-0.2059369494147899,0.09070743235730339,-0.000746008985691271,0.039799228168551914,0.14610435858194903,0.14214906982743042,0.04367240942604603,-0.19118063291270365,-0.20262742587109583,-0.013030470082916745,0.02397977162572712,0.044979159050701156,-0.12789660777232081,-0.13919305503231877,-0.10093345144520294,-0.05864384335748235,-0.09724080294118304,0.013064391250306062,0.04611182228287952,-0.02785156286366358,0.025317811698909398,-0.08240221717924717,-0.27401411558241767,0.07195332341209243,-0.26066817995908004,-0.22370519393174065,0.10072090212517784,0.08966797582402306,-0.12045399019601,-0.08251189889707772,0.06630572172101498,-0.3241000782944558,-0.1484575621422332
100.0,0.0026882843039277016,0.12370978772296357,-0.02720092543931113,0.02039673954401569,-0.03532027012363986,-0.03616751759904907,0.06474845580608846,-0.05699756822691027,-0.0761630619582569,0.019790575086798157,-0.09419559976100272,0.03729413167407106,-0.05696817888196942,-0.1288812532658984,-0.08679612601776182,0.09651257059438098,-0.01621697055704835,-0.09676763477008843,0.08304125173376115,-0.0026882843039277016,0.059155725871217035,0.07503661218116564,0.0961320545434558,0.014649082421972659,-0.13299000374158026,-0.0769938439023451,0.11086550614378166,0.12865481062051753,0.05068785549621724,-0.0666103917050862,-0.17569886880307778,-0.058173405515073495,0.05555144898355005,-0.08719849153711262,0.10898414373890625,0.0482447555864845,-0.0074571680618543135,0.028666970520564328,0.0555315482377188,-0.030654183277998903,0.04677438472353779,-0.0862200009425132,0.1462431623602233,0.01192749326910264,0.11554204378416047,-0.11910104352845508,-0.02041777577578424,0.02860232583680225,-0.04466446678393504,-0.08356853764902733
200.0,-0.03575344152602916,0.10471051014289665,0.040878075716730605,0.0817476183304878,-0.009676274753986525,0.010813153387382257,0.09605876244410777,0.003997621234818283,-0.013543359696957413,0.051961576407074384,0.028576955484574812,0.055838590780333514,-0.04670887046922323,-0.07679613216021297,-0.1114472083194527,0.0957349517465074,0.005468334367698058,-0.024252350316533222,0.12281993144438386,0.07753532568461549,0.05682840019602847,0.09121192401561623,0.0993801451008659,0.0931678968548317,-0.0495111915216519,-0.03548010310914951,0.12343800620931278,0.13497412668608438,0.13774372469515345,-0.014249935136658398,-0.12947411336257014,0.003209304331380558,0.11226868549210525,-0.04921797743026407,0.14765070956553983,0.14167459147903788,0.10350175092642236,0.10359619256623037,0.07632774965930714,0.030360464232179446,0.05733554030219029,-0.018308632697066674,0.1095870666411303,0.07100481656525778,0.16764888793097246,-0.0686928956152753,0.013258196149375234,0.08394422325152498,0.0405350082274151,-0.02785230597821181
300.0,-0.010333153050859745,0.10598928780712277,0.07235494975851678,0.15615606123340905,-0.0016611649462985878,0.030310329524468493,0.1200315801417689,0.07692763560043908,0.05616852956281365,0.09038754203135774,0.08084712137696012,0.12350441291702671,0.03457618904574583,-0.026163945049319126,-0.03284921874348301,0.08303452270803743,0.10328733190634595,0.038738992296395824,0.14917968895893052,0.1347912772217393,0.07043450491377085,0.14017876408907415,0.14594355454898256,0.15947158714832432,-0.013244074222826141,0.014596788321762366,0.1434326107803951,0.16586743747334132,0.13844668736138593,0.08100761714547283,-0.019164961922378876,0.07225209778202457,0.1287231282836974,0.035081267598409266,0.17206273609548328,0.16259084511880706,0.09319886549770215,0.15684119464985202,0.15454570994359754,0.0605769654703667,0.13731479156191168,0.0003201617102235321,0.13891814867181154,0.10075283125535198,0.1874808654374741,-0.0012880927237972628,0.0602380840993543,0.16026358908055957,0.07830226552710448,0.03816269809048875
400.0,-0.11933395574757028,0.05598810665812878,0.03265987007526347,0.10494142128816061,0.005466114358865182,0.06528606742131776,0.043439118616607264,-0.0027797445062692216,0.008199474683038277,0.06044211616267747,0.031897592437792194,0.15718172015797024,0.03637660660372871,-0.07639670991487102,0.016611166899483942,0.0186075584217327,0.040040309888582065,0.04967476037410712,0.12977286547980954,0.0902414639435147,0.04918589985012478,0.14860797052643815,0.16161577236194974,0.17035703274098765,0.0088346583054289,0.0019239369182629251,0.1561006692530097,0.18519907701341212,0.06734034641348907,0.05749456149836607,-0.028159699111931558,0.10723282477705098,0.018085879121535614,-0.011969322288515827,0.1933234108606208,0.17748161761610198,0.0591050639695708,0.09456299688573366,0.10343813362235213,0.061107010966260894,0.09015491848383145,-0.04204413084183928,0.1663870917383197,0.04189706233242799,0.19182942583192053,-0.018798209605043137,0.025629433743013047,0.16671931888634037,0.09840157729477009,0.045013294408258714
500.0,-0.08244032249419891,0.014783246011522755,0.048665856390366385,0.10304942674139725,-0.016276620044510415,0.04467261527459959,0.07594407087927801,0.012662514839277994,0.05790142407190868,0.06853693125584082,0.0961536333221891,0.10809800606494771,-0.030762884318326966,-0.026619833941474935,-0.021175924436494187,0.05295708360775522,0.025295831985128164,0.05100608117511235,0.06072972674601418,0.08659669730032457,0.09273924994902166,0.13577040700400766,0.12051716573746629,0.11647673286988316,0.031556747287650955,0.01408351791445106,0.09140807522333472,0.1450465341809663,0.1355310691095426,0.061367746165916115,0.025094924662401097,0.029743905588211217,0.0009395886093903072,0.01939449893168635,0.13109331385190415,0.12340136087801384,0.09122050457719164,0.0954782142086853,0.13264474357332176,0.05253894454456484,0.09726563876971162,-0.0393550561196403,0.12439239756375439,0.09284442434185755,0.12705475082097875,-0.00901051990925894,0.026789256348849516,0.1140752819365374,0.09847852906539342,-0.012658010186796076
600.0,-0.033647078941457575,0.04659971839860952,0.08972853809686096,0.13152559266953354,0.024429803321025817,0.08395957905162005,0.11153146245017254,0.03791736976062726,0.08906769983382001,0.0671961801981466,0.14368318119606902,0.14600244836943335,0.032155969988356126,0.005574005170408514,0.039886928738453564,0.12210930739321171,0.0940992820646128,0.07993316850401183,0.06266706118269755,0.13016136536613146,0.12116316256798121,0.1272628572055814,0.15372165626241388,0.13564471363155836,0.09273977270552636,0.06582813224005346,0.09932971046202022,0.12588420138778522,0.1646931971538661,0.09984806593269224,0.07514636153329785,0.07106108421323731,0.016994259923617083,0.07045647892847737,0.14993948634404536,0.16362028304973936,0.03815685958439155,0.16041209100235915,0.15110614199610803,0.08364380792719886,0.1287485974497331,0.018594867924712877,0.15305018533047413,0.12018580709582136,0.149136088100754,0.04698094316122442,0.037959582064703595,0.16086527668435344,0.1491600571112849,0.018766049202950802
700.0,0.011056587506917015,0.06390130262117624,0.12459020719725009,0.12443510190207782,0.031527677229918144,0.10929792135382888,0.1042157520725066,0.05091828001923254,0.11040057227772937,0.07467947142509096,0.19191186912676295,0.17910879725035517,0.049543758259709525,0.034109197208716746,0.05539117908201435,0.16500063405091242,0.12885979157431446,0.1137882911506255,0.09103758609146911,0.13243196235362228,0.14146839477475026,0.14613513374288767,0.15974232182819256,0.15703660766951102,0.0863165119006713,0.07612492437805352,0.08347275254277237,0.11568942869635485,0.17738165498354858,0.0992428920435321,0.09217847678095908,0.09998137210482433,0.0227769452748475,0.11502022429181022,0.15858375864349294,0.18303529290602505,0.06187964046483982,0.1727116533781095,0.18301436274875135,0.09564520550387165,0.11552375599507336,0.056464309987155015,0.18301260893401686,0.13298872182038982,0.16639666803233924,0.08769902493588616,0.06851533421984254,0.17491138521096347,0.2100393328864921,0.03969298198077245
800.0,0.058779484561003015,0.0688763184583068,0.1414722272329548,0.09302685276556008,0.02509828877985501,0.14034823401296947,0.13326416935909474,0.09861045985900313,0.13359743470590818,0.07670460482256569,0.20113675285543084,0.193018813629488,0.0860214766407919,0.051088349744844386,0.07668120704320536,0.18834016997209774,0.13731908843418458,0.16099573160907227,0.11600040209368473,0.1453114483320497,0.15588197988394764,0.15770395450649016,0.18327178654604126,0.19845540589767044,0.12907112863129783,0.11776539040614281,0.10882184278842655,0.10424666650067993,0.17199179251217994,0.14208391397582054,0.11760476491008781,0.13502054974859712,0.03461315394186146,0.13399349176205003,0.1494243586867125,0.23214862814184972,0.11015277628457962,0.17735439291659538,0.21475559193443103,0.09400721257141517,0.13691092036933544,0.08961285290942061,0.1991526623481591,0.166781693634139,0.1748847853036556,0.1158552016459593,0.05754307917060872,0.2113804117596236,0.22753339212344065,0.07316671138209299
900.0,0.12161585263988722,0.07998583213191465,0.14295203853519065,0.10333161010479483,0.04739695871511032,0.18568411454321143,0.17724783142864442,0.12170450363538671,0.18021119717099213,0.0809188382915792,0.22492881698826325,0.23204083642384427,0.12669088667330608,0.065732522824758,0.1113633577557594,0.21286319910799442,0.1724674092960972,0.20409166138615217,0.1423305901207349,0.14553014279603452,0.19110513856506833,0.17799197570232483,0.19259735800927952,0.23350331956755122,0.14156955727928872,0.14373247378160153,0.11704760887578175,0.11264151611479706,0.20507843787564073,0.16179109345649761,0.15330785823694526,0.13558322860650968,0.07103562325724808,0.17612928768790428,0.17126251127435133,0.26843842111088445,0.1549219906816369,0.18600771094973195,0.22961894547717246,0.1031410064098647,0.15492369344888052,0.1102998521093041,0.2058264739834647,0.19013540069758383,0.18990308021515426,0.13516669184486502,0.1026735217263742,0.24501575663465758,0.22806557807803565,0.060040956867751266
