age_bp,median,lo,hi
0.0,0.24535939591622144,-0.38376196148937386,0.9609863195518729
100.0,0.0,-0.5339082521727401,0.5226070813190415
200.0,0.03466403185068831,-0.49451303888405257,0.5816805275805805
300.0,0.013261445333577315,-0.4855114150990637,0.526081001173459
400.0,0.005273485056099175,-0.5270553270409224,0.5075123379263341
500.0,-0.041271345179981545,-0.461875165164658,0.39579187403936544
600.0,0.042547979123687005,-0.47980745584407425,0.49199404469189556
700.0,0.028766006446227663,-0.4495713972736318,0.48032516327070623
800.0,0.07776728184235249,-0.37474592267415635,0.5250147805700962
900.0,0.0748398781048582,-0.3788102990441463,0.5632749069112074
1000.0,0.1168567855090744,-0.40150362073545404,0.5499663628781772
1100.0,0.15977756447599223,-0.2875013915382568,0.629965687821533
1200.0,0.23373488913466028,-0.23928035626017974,0.5977039011315075
1300.0,0.26421564873813985,-0.21568560301479103,0.6511952349433782
1400.0,0.16701543535463048,-0.2866964295555094,0.5759109581322827
1500.0,0.13189341161419865,-0.31792112816440715,0.5271188403218066
1600.0,0.14025992091960432,-0.32103625825679893,0.5393498260612306
1700.0,0.23340201905534588,-0.20599558525734543,0.6460828501830231
1800.0,0.24319419699169897,-0.1876259390864269,0.6808482891833123
1900.0,0.15897596912070136,-0.2578332096496696,0.5573290302329855
2000.0,0.17482576159638297,-0.2800663502546222,0.5925732506329783
2100.0,0.26054916523479577,-0.21497382872494422,0.6977699457540318
2200.0,0.34200935066366095,-0.07567836641766965,0.7310661916983814
2300.0,0.3730506346361898,-0.016717322549657083,0.8076826762581939
2400.0,0.3550765923742471,-0.04657522447153453,0.7918227210046486
2500.0,0.38640618276791106,-0.06417925995986083,0.852420721274911
2600.0,0.35413551413077676,-0.07660697236043824,0.8422731508568074
2700.0,0.3952018834837868,-0.049065127328069794,0.8903096858671802
2800.0,0.4830874198049443,0.004765313370811871,0.9167085570277606
2900.0,0.5120492149736962,0.0879526298857987,0.9435863921352414
3000.0,0.5486130229677344,0.1476976925727639,0.9572290556022577
3100.0,0.6008884028902625,0.19865600925572502,1.0411351668708662
3200.0,0.5684003571875493,0.13301112059005904,1.033513239325167
3300.0,0.6091876382816998,0.18324255111256418,1.0984710573958925
3400.0,0.62496389235269,0.22078393920301131,1.093932975814379
3500.0,0.6888768801888132,0.28624262830551434,1.1307363253735043
3600.0,0.7346821388364205,0.33694208228626016,1.2271747073410293
3700.0,0.8024517904525568,0.37232497706790707,1.3194279934814517
3800.0,0.7447862134763694,0.35391134367697963,1.2430581701399877
3900.0,0.7298950792362493,0.32997596486097885,1.1928120380322473
4000.0,0.7197899317283641,0.2999452274796323,1.2088237096792998
4100.0,0.7565431107977038,0.36283011785560615,1.2753485795830333
4200.0,0.7494218591332562,0.3604747549971643,1.2226293643029977
4300.0,0.7398898560227513,0.2884231511350383,1.24553753753627
4400.0,0.7568972427915955,0.34153059814856357,1.3033257524235269
4500.0,0.8018086660074266,0.34923141405888347,1.2722799063599175
4600.0,0.7691366807713502,0.37072071915812094,1.3470257140154047
4700.0,0.8048988791710763,0.4408819693281801,1.360483787411435
4800.0,0.842027470014705,0.45008111420161895,1.3823340895142298
4900.0,0.8818026552704626,0.4722465420874302,1.4295556256009216
5000.0,0.9010414692447206,0.4913211203691062,1.444879087782881
5100.0,0.8973263478971593,0.44696966010117517,1.4259792971051808
5200.0,0.9221321388402246,0.4671229036473349,1.4874604051183382
5300.0,0.9337410969813975,0.5447062917267714,1.5173756564145462
5400.0,0.9642607583212488,0.4994901120238966,1.4864430313668178
5500.0,0.9573296064312109,0.475403419484135,1.4962844509300193
5600.0,1.028635672399996,0.5521247233560687,1.5742861306631712
5700.0,1.054513041946,0.6252458549258912,1.6162571151552216
5800.0,1.035605857477079,0.6137825877325223,1.5993042914734268
5900.0,1.0311001580191146,0.5560071140773273,1.608842011674268
6000.0,1.092344561064141,0.6584279518104199,1.6867106696761158
6100.0,1.1239777531921056,0.6872063122351604,1.66874406155659
6200.0,1.1418830375336624,0.6880967879723628,1.7240177007442294
6300.0,1.1618563224081364,0.6879235349304293,1.7304833906919337
6400.0,1.1778754031016112,0.7152846064413525,1.718386205323433
6500.0,1.1395923434593511,0.7019879409800235,1.7316745209724833
6600.0,1.1845982814525036,0.7202854551859121,1.7293262070623712
6700.0,1.1385052342242679,0.6415649609520208,1.743524813918884
6800.0,1.0896872007729381,0.6363356614936804,1.742430558861842
6900.0,1.0767894063670127,0.6400703259705929,1.6832955613971838
7000.0,1.04268720982653,0.5757522893983537,1.6752900372565476
7100.0,1.0630336817850456,0.5431725905005821,1.6417730582732883
7200.0,1.025691823607268,0.5635591940675049,1.635291012695559
7300.0,1.0064574848896637,0.4960094838979039,1.5992269773000016
7400.0,0.999611973912858,0.49208104896649696,1.5623283618899537
7500.0,0.9284852859416142,0.4057644407909748,1.5212723377586361
7600.0,0.8850834208119911,0.36192167983789875,1.506359346807928
7700.0,0.8359592067786192,0.34560806369965225,1.4469385313850065
7800.0,0.8228837588314923,0.265795576160913,1.3361820655470988
7900.0,0.7574620263176726,0.2455552224682169,1.3121526127207335
8000.0,0.707344462569593,0.1959179503759262,1.2428256316135895
8100.0,0.6695925078490141,0.1893664179653687,1.1472729665055115
8200.0,0.6143003957244033,0.1515395229001699,1.1573770435416992
8300.0,0.5585634514509761,0.06591160158785185,1.1062834981362053
8400.0,0.5249930542185522,0.03615496957690863,1.0861274641987548
8500.0,0.5201219522055893,-0.022207465505896088,1.0411507643036018
8600.0,0.49699340466470543,-0.03160362605192641,1.052047540014374
8700.0,0.442838476924078,-0.021148337179434935,1.038404912986182
8800.0,0.4183036743423292,-0.09573569303500949,0.9630612313553583
8900.0,0.4247302000789936,-0.07624046615022509,0.9340587185502277
9000.0,0.409146333663673,-0.08606720074643293,0.9548268569211169
9100.0,0.37093039079912116,-0.15128961690127254,0.9292474741029708
9200.0,0.3514859980682109,-0.15486678561665043,0.9052399415977309
9300.0,0.3215772291052932,-0.13641010197674538,0.9056608622763087
9400.0,0.3034826537883034,-0.22163334021973727,0.8736997048684431
9500.0,0.23724326459098694,-0.29260743688312607,0.7948104255243374
9600.0,0.21406797896358176,-0.3427401107263191,0.6999319196069554
9700.0,0.14119494028091778,-0.4844637980963999,0.6173751921917132
9800.0,0.024676279754728414,-0.5297367092123245,0.5569598666430547
9900.0,-0.041942809157838185,-0.6873556763609499,0.4751806308665307
10000.0,-0.16169164164855165,-0.7327057339139469,0.3757850924978296
10100.0,-0.21883091710249314,-0.8521425874811633,0.28089605549810726
10200.0,-0.30179364279320053,-0.9654087404201502,0.2238987012370101
10300.0,-0.3213398406242912,-0.941460810407962,0.22196661127684925
10400.0,-0.45515638474786485,-1.0839135768141557,0.14809287686331707
10500.0,-0.5705837926487782,-1.2261317031224614,0.007386033607902595
10600.0,-0.731431935723785,-1.3916774875985913,-0.16996242177390247
10700.0,-0.9171652463540646,-1.6087408931483786,-0.24057274878773427
10800.0,-1.0643216619170452,-1.7600698761363238,-0.4158180166646102
10900.0,-1.2101979151645512,-2.054080549448269,-0.5732759525511113
11000.0,-1.409934545748842,-2.39215605964133,-0.7115405582119899
11100.0,-1.5792834083230929,-2.608404696274436,-0.8836537026423616
11200.0,-1.7865115382537589,-2.7879141478585834,-1.0447792942580165
11300.0,-2.0375697375216246,-2.990657710684705,-1.2832464715303245
11400.0,-2.304174417095138,-3.387980924746892,-1.6037446433312927
11500.0,-2.569051856568915,-3.744986505451183,-1.7978286376018304
11600.0,-2.897850915177977,-4.208754185601173,-2.018452531544795
11700.0,-3.265543768868118,-4.634442778785368,-2.312369740343457
11800.0,-3.5133426092094577,-4.9519014762387235,-2.4643146280121235
11900.0,-3.8098104487890736,-5.370244722661493,-2.7230611117747423
12000.0,-4.098333906055407,-5.737621787478861,-2.969116315007002
