cell,clat,clon,cell_area,clon180
361,-54.49538337362536,100.37168858306379,127418070261.06001,100.37168858306381
362,-54.49538337362536,105.91015012152529,127418070261.06183,105.9101501215253
363,-54.49538337362536,111.44861165998685,127418070261.06248,111.44861165998685
364,-54.49538337362536,116.9870731984484,127418070261.06174,116.9870731984484
365,-54.49538337362536,122.52553473690995,127418070261.06198,122.52553473690995
366,-54.49538337362536,128.06399627537152,127418070261.06276,128.06399627537155
367,-54.49538337362536,133.60245781383307,127418070261.06168,133.6024578138331
368,-54.49538337362536,139.14091935229462,127418070261.06213,139.14091935229465
369,-54.49538337362536,144.67938089075614,127418070261.05966,144.67938089075614
370,-54.49538337362536,150.21784242921763,127418070261.06203,150.21784242921763
371,-54.49538337362536,155.75630396767917,127418070261.06206,155.75630396767917
372,-54.49538337362536,161.29476550614072,127418070261.06213,161.29476550614072
373,-54.49538337362536,166.83322704460227,127418070261.06206,166.83322704460227
374,-54.49538337362536,172.3716885830638,127418070261.0597,172.37168858306381
375,-54.49538337362536,-2.089849878474709,127418070261.06252,-2.089849878474695
376,-54.49538337362536,-176.55138834001315,127418070261.06216,-176.55138834001315
377,-54.49538337362536,-171.0129268015516,127418070261.06198,-171.0129268015516
378,-54.49538337362536,-165.47446526309005,127418070261.06142,-165.47446526309005
379,-54.49538337362536,-159.9360037246285,127418070261.062,-159.9360037246285
380,-54.49538337362536,-154.39754218616696,127418070261.06206,-154.39754218616696
381,-54.49538337362536,-148.8590806477054,127418070261.06192,-148.8590806477054
382,-54.49538337362536,-143.32061910924386,127418070261.06152,-143.32061910924386
383,-54.49538337362536,-137.78215757078235,127418070261.06082,-137.78215757078235
384,-54.49538337362536,-132.24369603232083,127418070261.06221,-132.24369603232083
